entry_time,entry_time_vn,entry_price,sl,tp,risk,breakout_type,close_1h_at_entry,ema200_1h_at_entry,entry_dist_ema200_pct,h1_range_high_at_breakout,ema200_1h_at_breakout,h1_range_high_dist_ema200_pct,breakout_time,breakout_time_vn,breakout_level,breakout_swing_low,retest_time,retest_time_vn,retest_low,retest_depth_pct,bars_since_breakout,exit_time,exit_time_vn,exit_price,result,balance
2019-10-23 12:10:00,2019-10-23 19:10:00,7950.0,8017.5,7781.25,102.88257459246107,range,7552.27,8109.254352317211,1.963859380877651,7439.81,8109.254352317211,8.255313290622304,2019-10-23 12:05:00,2019-10-23 19:05:00,7950.0,8017.5,2019-10-23 12:10:00,2019-10-23 19:10:00,7951.19,1.7629629629623702,1,2019-10-23 12:40:00,2019-10-23 19:40:00,7781.25,257.20643648115265,10545.463895727258
2019-10-23 16:05:00,2019-10-23 23:05:00,7428.92,7498.0,7256.22,105.45463895727258,range,7471.18,8083.670758307504,8.099671274150094,7402.0,8089.826444320644,8.50236341971865,2019-10-23 15:55:00,2019-10-23 22:55:00,7428.92,7498.0,2019-10-23 16:05:00,2019-10-23 23:05:00,7444.25,22.191661841343286,2,2019-10-23 17:55:00,2019-10-24 00:55:00,7498.0,-105.45463895727258,10440.009256769985
2019-11-08 08:15:00,2019-11-08 15:15:00,9120.0,9211.0,8892.5,104.40009256769986,range,9089.79,9212.013054485002,0.9988376475454929,9065.0,9212.013054485002,1.59588413103069,2019-11-08 08:10:00,2019-11-08 15:10:00,9120.0,9211.0,2019-11-08 08:15:00,2019-11-08 15:15:00,9122.38,2.6153846153837357,1,2019-11-08 13:25:00,2019-11-08 20:25:00,8892.5,261.00023141924964,10701.009488189235
2019-11-15 01:10:00,2019-11-15 08:10:00,8614.0,8665.96,8484.100000000002,107.01009488189234,range,8559.15,8847.834011822122,2.6428390441059646,8530.0,8847.834011822122,3.592223943141848,2019-11-15 01:00:00,2019-11-15 08:00:00,8614.0,8665.96,2019-11-15 01:10:00,2019-11-15 08:10:00,8614.6,1.15473441108617,2,2019-11-15 09:00:00,2019-11-15 16:00:00,8665.96,-107.01009488189234,10593.999393307342
2019-11-15 14:05:00,2019-11-15 21:05:00,8639.49,8685.0,8525.715,105.93999393307342,range,8460.81,8816.715349714053,2.0101062888437413,8380.0,8816.715349714053,4.953265840982573,2019-11-15 14:00:00,2019-11-15 21:00:00,8639.49,8685.0,2019-11-15 14:05:00,2019-11-15 21:05:00,8640.0,1.1206328279503752,1,2019-11-15 14:30:00,2019-11-15 21:30:00,8525.715,264.84998483268356,10858.849378140025
2019-11-18 17:10:00,2019-11-19 00:10:00,8401.0,8435.29,8315.274999999998,108.58849378140025,range,8345.53,8640.702417680239,2.774108007582461,8303.0,8640.702417680239,3.908275060940028,2019-11-18 17:05:00,2019-11-19 00:05:00,8401.0,8435.29,2019-11-18 17:10:00,2019-11-19 00:10:00,8406.58,16.272965879264465,1,2019-11-18 17:25:00,2019-11-19 00:25:00,8315.274999999998,271.47123445350064,11130.320612593525
2019-11-21 08:25:00,2019-11-21 15:25:00,8072.1,8100.65,8000.725000000002,111.30320612593525,range,7935.23,8395.131996871756,3.8478489318825,7906.0,8395.131996871756,5.826376488827329,2019-11-21 08:20:00,2019-11-21 15:20:00,8072.1,8100.65,2019-11-21 08:25:00,2019-11-21 15:25:00,8073.95,6.479859894919445,1,2019-11-21 08:45:00,2019-11-21 15:45:00,8000.725000000002,278.25801531483813,11408.578627908362
2019-11-21 11:10:00,2019-11-21 18:10:00,7902.0,7958.59,7760.525,114.08578627908362,range,7871.42,8380.845423792594,5.713569450084212,7855.0,8380.845423792594,6.27437206155549,2019-11-21 11:05:00,2019-11-21 18:05:00,7902.0,7958.59,2019-11-21 11:10:00,2019-11-21 18:10:00,7908.22,10.991341226365504,1,2019-11-21 15:00:00,2019-11-21 22:00:00,7760.525,285.21446569770904,11693.793093606071
2019-11-27 14:20:00,2019-11-27 21:20:00,7216.0,7275.2,7068.0,116.93793093606071,range,7221.51,7425.309169869506,2.818861344101913,6850.0,7425.309169869506,7.747949030917142,2019-11-27 14:15:00,2019-11-27 21:15:00,7216.0,7275.2,2019-11-27 14:20:00,2019-11-27 21:20:00,7225.59,16.19932432432462,1,2019-11-27 15:30:00,2019-11-27 22:30:00,7275.2,-116.93793093606071,11576.85516267001
2019-12-09 19:20:00,2019-12-10 02:20:00,7419.44,7454.4,7332.039999999999,115.7685516267001,range,7374.99,7430.292295451152,0.1460547582737293,7342.36,7430.292295451152,1.1834298296042145,2019-12-09 19:15:00,2019-12-10 02:15:00,7419.44,7454.4,2019-12-09 19:20:00,2019-12-10 02:20:00,7421.54,6.006864988559387,1,2019-12-09 20:30:00,2019-12-10 03:30:00,7332.039999999999,289.42137906675026,11866.276541736761
2019-12-14 11:30:00,2019-12-14 18:30:00,7163.9,7197.9,7078.9,118.66276541736761,range,7183.45,7292.454641776426,1.7628445851410963,7141.0,7292.454641776426,2.076867793030686,2019-12-14 11:25:00,2019-12-14 18:25:00,7163.9,7197.9,2019-12-14 11:30:00,2019-12-14 18:30:00,7168.0,12.058823529412836,1,2019-12-14 15:50:00,2019-12-14 22:50:00,7078.9,296.656913543419,12162.93345528018
2019-12-18 12:10:00,2019-12-18 19:10:00,6602.22,6657.59,6463.795,121.6293345528018,range,6535.0,7045.305664399598,6.2890907152338205,6485.28,7045.305664399598,7.948919338297064,2019-12-18 12:05:00,2019-12-18 19:05:00,6602.22,6657.59,2019-12-18 12:10:00,2019-12-18 19:10:00,6604.53,4.171934260428924,1,2019-12-18 13:00:00,2019-12-18 20:00:00,6463.795,304.07333638200447,12467.006791662183
2019-12-25 17:10:00,2019-12-26 00:10:00,7172.0,7202.69,7095.2750000000015,124.67006791662183,range,7161.57,7221.005784348937,0.6786559353705762,7123.19,7221.603128915258,1.3627601400748914,2019-12-25 16:30:00,2019-12-25 23:30:00,7172.0,7202.69,2019-12-25 17:10:00,2019-12-26 00:10:00,7172.92,2.997719126751661,8,2019-12-25 19:35:00,2019-12-26 02:35:00,7202.69,-124.67006791662183,12342.33672374556
2020-01-02 04:00:00,2020-01-02 11:00:00,7152.0,7188.64,7060.4,123.42336723745561,range,7139.36,7246.7549035443135,1.3075494453106153,7121.0,7247.8342493085775,1.7499606771592089,2020-01-02 03:40:00,2020-01-02 10:40:00,7152.0,7188.64,2020-01-02 04:00:00,2020-01-02 11:00:00,7154.78,7.587336244540722,4,2020-01-02 16:45:00,2020-01-02 23:45:00,7060.4,308.55841809363903,12650.895141839199
2020-01-02 20:30:00,2020-01-03 03:30:00,6958.0,6991.0,6875.5,126.50895141839199,range,6944.95,7223.041053793645,3.6693831838937374,6922.0,7223.041053793645,4.167788214848009,2020-01-02 20:20:00,2020-01-03 03:20:00,6958.0,6991.0,2020-01-02 20:30:00,2020-01-03 03:30:00,6966.0,24.242424242424242,2,2020-01-03 01:55:00,2020-01-03 08:55:00,6875.5,316.27237854597996,12967.16752038518
2020-01-23 14:00:00,2020-01-23 21:00:00,8363.4,8479.64,8072.8,129.6716752038518,range,8371.21,8624.377314188381,3.026042399131067,8342.0,8626.921709305852,3.302704242679142,2020-01-23 13:55:00,2020-01-23 20:55:00,8363.4,8479.64,2020-01-23 14:00:00,2020-01-23 21:00:00,8380.0,14.28079834824535,1,2020-01-24 13:55:00,2020-01-24 20:55:00,8479.64,-129.6716752038518,12837.495845181327
2020-02-16 16:20:00,2020-02-16 23:20:00,9832.99,9932.98,9583.015,128.37495845181328,range,9748.25,10039.331904915158,2.0553350249744713,9626.64,10039.331904915158,4.110750683649661,2020-02-16 16:15:00,2020-02-16 23:15:00,9832.99,9932.98,2020-02-16 16:20:00,2020-02-16 23:20:00,9834.74,1.7501750175017539,1,2020-02-16 23:05:00,2020-02-17 06:05:00,9932.98,-128.37495845181328,12709.120886729514
2020-02-17 13:45:00,2020-02-17 20:45:00,9586.0,9685.0,9338.5,127.09120886729514,range,9549.99,9989.420720859078,4.038479628920706,9528.0,9989.420720859078,4.619093876941007,2020-02-17 13:35:00,2020-02-17 20:35:00,9586.0,9685.0,2020-02-17 13:45:00,2020-02-17 20:45:00,9593.89,7.969696969696381,2,2020-02-17 16:40:00,2020-02-17 23:40:00,9685.0,-127.09120886729514,12582.029677862218
2020-02-20 02:05:00,2020-02-20 09:05:00,9600.0,9654.64,9463.400000000001,125.82029677862218,range,9586.08,9954.160522212844,3.557914516473084,9293.07,9954.160522212844,6.641348818291724,2020-02-20 02:00:00,2020-02-20 09:00:00,9600.0,9654.64,2020-02-20 02:05:00,2020-02-20 09:05:00,9604.32,7.906295754025907,1,2020-02-20 16:35:00,2020-02-20 23:35:00,9463.400000000001,314.55074194655543,12896.580419808774
2020-02-25 20:35:00,2020-02-26 03:35:00,9328.59,9412.04,9119.964999999998,128.96580419808774,range,9339.31,9739.76556558941,4.221616658229368,9285.66,9739.76556558941,4.66238702083103,2020-02-25 20:30:00,2020-02-26 03:30:00,9328.59,9412.04,2020-02-25 20:35:00,2020-02-26 03:35:00,9330.0,1.689634511683454,1,2020-02-25 21:30:00,2020-02-26 04:30:00,9412.04,-128.96580419808774,12767.614615610686
2020-02-28 09:05:00,2020-02-28 16:05:00,8702.0,8787.0,8489.5,127.67614615610687,range,8612.46,9357.61463261954,7.006215348237832,8584.1,9357.61463261954,8.266151823811576,2020-02-28 09:00:00,2020-02-28 16:00:00,8702.0,8787.0,2020-02-28 09:05:00,2020-02-28 16:05:00,8702.73,0.8588235294112512,1,2020-02-28 12:10:00,2020-02-28 19:10:00,8489.5,319.1903653902672,13086.804981000952
2020-02-28 17:05:00,2020-02-29 00:05:00,8630.72,8741.93,8352.694999999996,130.86804981000952,range,8580.5,9301.422741207447,7.210754310048503,8450.0,9301.422741207447,9.153682881603133,2020-02-28 17:00:00,2020-02-29 00:00:00,8630.72,8741.93,2020-02-28 17:05:00,2020-02-29 00:05:00,8635.0,3.84857476845663,1,2020-02-28 22:35:00,2020-02-29 05:35:00,8741.93,-130.86804981000952,12955.936931190943
2020-03-28 17:25:00,2020-03-29 00:25:00,6190.0,6237.0,6072.5,129.55936931190942,range,6012.32,6384.719629880225,3.0497757328128356,6004.0,6384.719629880225,5.962981179290511,2020-03-28 17:20:00,2020-03-29 00:20:00,6190.0,6237.0,2020-03-28 17:25:00,2020-03-29 00:25:00,6192.44,5.191489361701277,1,2020-03-28 17:30:00,2020-03-29 00:30:00,6072.5,323.89842327977357,13279.835354470717
2020-04-01 12:10:00,2020-04-01 19:10:00,6266.17,6337.0,6089.095,132.79835354470717,range,6214.67,6328.033603268034,0.977611800861575,6180.0,6328.033603268034,2.339330233511785,2020-04-01 12:05:00,2020-04-01 19:05:00,6266.17,6337.0,2020-04-01 12:10:00,2020-04-01 19:10:00,6267.9,2.4424678808408378,1,2020-04-01 20:45:00,2020-04-02 03:45:00,6337.0,-132.79835354470717,13147.03700092601
2020-04-15 12:25:00,2020-04-15 19:25:00,6736.84,6864.81,6416.914999999999,131.4703700092601,range,6712.19,6895.032059384115,2.2942904111492304,6672.1,6895.032059384115,3.2332273071987396,2020-04-15 12:00:00,2020-04-15 19:00:00,6736.84,6864.81,2020-04-15 12:25:00,2020-04-15 19:25:00,6738.65,1.4143939985930194,5,2020-04-16 07:10:00,2020-04-16 14:10:00,6864.81,-131.4703700092601,13015.56663091675
2020-04-20 17:05:00,2020-04-21 00:05:00,7025.91,7084.8,6878.6849999999995,130.15566630916751,range,6869.96,7023.45697791163,-0.03492613532174325,6830.0,7023.45697791163,2.7544409899575255,2020-04-20 17:00:00,2020-04-21 00:00:00,7025.91,7084.8,2020-04-20 17:05:00,2020-04-21 00:05:00,7028.08,3.6848361351673637,1,2020-04-20 17:45:00,2020-04-21 00:45:00,6878.6849999999995,325.3891657729188,13340.955796689668
2020-04-20 19:20:00,2020-04-21 02:20:00,6820.0,6997.0,6377.5,133.40955796689667,range,6766.71,7019.312912113029,2.839493189840277,6763.68,7019.312912113029,3.641850923498366,2020-04-20 19:15:00,2020-04-21 02:15:00,6820.0,6997.0,2020-04-20 19:20:00,2020-04-21 02:20:00,6847.04,15.27683615819207,1,2020-04-22 13:15:00,2020-04-22 20:15:00,6997.0,-133.40955796689667,13207.54623872277
2020-05-20 15:05:00,2020-05-20 22:05:00,9744.0,9798.0,9609.0,132.0754623872277,range,9410.03,9503.886085430808,-2.5264814036153083,9281.42,9503.886085430808,2.3407907400304593,2020-05-20 15:00:00,2020-05-20 22:00:00,9744.0,9798.0,2020-05-20 15:05:00,2020-05-20 22:05:00,9750.1,11.29629629629697,1,2020-05-20 15:15:00,2020-05-20 22:15:00,9609.0,330.18865596806927,13537.73489469084
2020-05-24 23:10:00,2020-05-25 06:10:00,9006.0,9090.0,8796.0,135.3773489469084,range,8711.37,9291.958993437425,3.0774887581766968,8674.0,9291.958993437425,6.650470518368273,2020-05-24 23:05:00,2020-05-25 06:05:00,9006.0,9090.0,2020-05-24 23:10:00,2020-05-25 06:10:00,9016.44,12.428571428572036,1,2020-05-24 23:30:00,2020-05-25 06:30:00,8796.0,338.44337236727097,13876.178267058112
2020-06-07 12:30:00,2020-06-07 19:30:00,9532.0,9639.0,9264.5,138.76178267058114,range,9508.99,9603.029212146534,0.7396542338608245,9468.0,9603.029212146534,1.4061106049301602,2020-06-07 12:25:00,2020-06-07 19:25:00,9532.0,9639.0,2020-06-07 12:30:00,2020-06-07 19:30:00,9542.0,9.345794392523365,1,2020-06-07 19:40:00,2020-06-08 02:40:00,9639.0,-138.76178267058114,13737.416484387531
2020-06-11 13:45:00,2020-06-11 20:45:00,9637.0,9796.88,9237.300000000003,137.37416484387532,range,9640.01,9695.61300041145,0.6045311462922662,9590.0,9695.61300041145,1.0892864680857979,2020-06-11 13:40:00,2020-06-11 20:40:00,9637.0,9796.88,2020-06-11 13:45:00,2020-06-11 20:45:00,9650.0,8.13109832374285,1,2020-06-11 16:55:00,2020-06-11 23:55:00,9237.300000000003,343.4354121096883,14080.851896497219
2020-06-11 20:05:00,2020-06-12 03:05:00,9261.29,9371.14,8986.665000000005,140.8085189649722,range,9349.04,9673.183641576119,4.258098024788512,9055.07,9673.183641576119,6.389971125115597,2020-06-11 20:00:00,2020-06-12 03:00:00,9261.29,9371.14,2020-06-11 20:05:00,2020-06-12 03:05:00,9270.63,8.502503413744607,1,2020-06-12 03:20:00,2020-06-12 10:20:00,9371.14,-140.8085189649722,13940.043377532247
2020-06-17 19:40:00,2020-06-18 02:40:00,9374.0,9414.99,9271.525000000001,139.40043377532248,range,9293.61,9471.147574859677,1.0257212665289515,9283.73,9471.147574859677,1.9788264661524286,2020-06-17 19:35:00,2020-06-18 02:35:00,9374.0,9414.99,2020-06-17 19:40:00,2020-06-18 02:40:00,9379.73,13.97901927299242,1,2020-06-17 20:00:00,2020-06-18 03:00:00,9271.525000000001,348.5010844383062,14288.544461970554
2020-06-24 14:00:00,2020-06-24 21:00:00,9362.0,9440.59,9165.525,142.88544461970554,range,9300.2,9471.229019082211,1.1532718600948368,9257.76,9472.947903696104,2.271604424343374,2020-06-24 13:55:00,2020-06-24 20:55:00,9362.0,9440.59,2020-06-24 14:00:00,2020-06-24 21:00:00,9367.54,7.049242906223263,1,2020-06-25 03:05:00,2020-06-25 10:05:00,9165.525,357.2136115492639,14645.758073519817
2020-06-26 14:15:00,2020-06-26 21:15:00,9125.96,9233.14,8858.009999999998,146.45758073519818,range,9086.35,9380.45429402447,2.713027387027393,9038.52,9380.45429402447,3.6451784029509993,2020-06-26 14:10:00,2020-06-26 21:10:00,9125.96,9233.14,2020-06-26 14:15:00,2020-06-26 21:15:00,9134.56,8.023885053181882,1,2020-06-27 19:50:00,2020-06-28 02:50:00,8858.009999999998,366.1439518379955,15011.902025357813
2020-07-05 09:55:00,2020-07-05 16:55:00,9052.25,9076.02,8992.824999999999,150.11902025357813,range,9021.07,9152.04730303337,1.090436923335105,8986.51,9152.04730303337,1.8087461477444982,2020-07-05 09:50:00,2020-07-05 16:50:00,9052.25,9076.02,2020-07-05 09:55:00,2020-07-05 16:55:00,9054.62,9.970551114853835,1,2020-07-05 21:15:00,2020-07-06 04:15:00,8992.824999999999,375.2975506339453,15387.199575991759
2020-07-16 13:40:00,2020-07-16 20:40:00,9080.5,9106.0,9016.75,153.87199575991758,range,9084.25,9225.10718143733,1.567539309768748,9044.02,9225.10718143733,1.9629818697576906,2020-07-16 13:35:00,2020-07-16 20:35:00,9080.5,9106.0,2020-07-16 13:40:00,2020-07-16 20:40:00,9085.0,17.647058823529413,1,2020-07-16 14:35:00,2020-07-16 21:35:00,9106.0,-153.87199575991758,15233.327580231842
2020-08-11 22:10:00,2020-08-12 05:10:00,11385.9,11495.0,11113.149999999998,152.3332758023184,range,11358.26,11581.257306351004,1.6868402210861295,11129.81,11586.323696216936,3.9401082533711116,2020-08-11 20:00:00,2020-08-12 03:00:00,11385.9,11495.0,2020-08-11 22:10:00,2020-08-12 05:10:00,11390.0,3.7580201649865717,26,2020-08-12 09:40:00,2020-08-12 16:40:00,11495.0,-152.3332758023184,15080.994304429523
2020-08-21 21:20:00,2020-08-22 04:20:00,11620.0,11720.0,11370.0,150.80994304429524,range,11540.97,11821.60617587262,1.705404264642892,11491.0,11821.60617587262,2.7966265408787843,2020-08-21 21:10:00,2020-08-22 04:10:00,11620.0,11720.0,2020-08-21 21:20:00,2020-08-22 04:20:00,11630.0,10.0,2,2020-08-23 20:05:00,2020-08-24 03:05:00,11720.0,-150.80994304429524,14930.184361385229
2020-08-25 17:00:00,2020-08-26 00:00:00,11360.0,11459.38,11111.550000000003,149.3018436138523,range,11243.99,11706.877899685964,2.9630265443809636,11311.29,11711.5300393813,3.4174871945462955,2020-08-25 16:55:00,2020-08-25 23:55:00,11360.0,11459.38,2020-08-25 17:00:00,2020-08-26 00:00:00,11367.72,7.768162608170062,1,2020-08-26 14:00:00,2020-08-26 21:00:00,11459.38,-149.3018436138523,14780.882517771377
2020-08-27 19:15:00,2020-08-28 02:15:00,11265.1,11371.0,11000.350000000002,147.80882517771377,range,11251.34,11575.456136787094,2.6811568643137416,11130.82,11581.89633500001,3.8946673493949056,2020-08-27 17:00:00,2020-08-28 00:00:00,11265.1,11371.0,2020-08-27 19:15:00,2020-08-28 02:15:00,11269.0,13.125590179414242,27,2020-08-28 01:00:00,2020-08-28 08:00:00,11371.0,-147.80882517771377,14633.073692593664
2020-09-02 13:40:00,2020-09-02 20:40:00,11381.0,11488.0,11113.5,146.33073692593663,range,11347.66,11653.996435187937,2.342513460564094,11156.0,11653.996435187937,4.273181633077325,2020-09-02 13:35:00,2020-09-02 20:35:00,11381.0,11488.0,2020-09-02 13:40:00,2020-09-02 20:40:00,11388.0,6.5420560747663545,1,2020-09-03 12:10:00,2020-09-03 19:10:00,11113.5,365.8268423148416,14998.900534908506
2020-09-03 12:30:00,2020-09-03 19:30:00,10850.0,11313.53,9691.175,149.98900534908506,range,10826.3,11586.973096845573,6.360359091937533,10612.16,11586.973096845573,8.413009063695467,2020-09-03 12:25:00,2020-09-03 19:25:00,10850.0,11313.53,2020-09-03 12:30:00,2020-09-03 19:30:00,10883.16,7.15379802817505,1,2020-10-10 02:05:00,2020-10-10 09:05:00,11313.53,-149.98900534908506,14848.91152955942
2020-11-26 04:05:00,2020-11-26 11:05:00,18081.0,18843.74,16174.149999999996,148.48911529559422,range,17781.37,18276.976579211052,1.0722592895039513,17100.0,18281.957549856386,6.465158594932145,2020-11-26 03:30:00,2020-11-26 10:30:00,18081.0,18843.74,2020-11-26 04:05:00,2020-11-26 11:05:00,18099.0,2.3599129454335634,7,2020-11-30 12:55:00,2020-11-30 19:55:00,18843.74,-148.48911529559422,14700.422414263827
2020-12-08 12:35:00,2020-12-08 19:35:00,18700.0,18868.0,18280.0,147.00422414263826,range,18723.06,18945.665503572876,1.296684476597285,18600.51,18945.665503572876,1.8218177846947978,2020-12-08 12:30:00,2020-12-08 19:30:00,18700.0,18868.0,2020-12-08 12:35:00,2020-12-08 19:35:00,18720.73,12.339285714285454,1,2020-12-08 13:15:00,2020-12-08 20:15:00,18868.0,-147.00422414263826,14553.418190121189
2021-01-15 15:40:00,2021-01-15 22:40:00,36462.61,37850.0,32994.135,145.5341819012119,range,35691.31,36496.838567545194,0.09378502053498633,35350.0,36496.838567545194,3.1422956413682903,2021-01-15 15:35:00,2021-01-15 22:35:00,36462.61,37850.0,2021-01-15 15:40:00,2021-01-15 22:40:00,36466.04,0.24722680717031925,1,2021-01-16 10:00:00,2021-01-16 17:00:00,37850.0,-145.5341819012119,14407.884008219977
2021-01-17 09:05:00,2021-01-17 16:05:00,35043.51,35809.99,33127.31000000001,144.07884008219978,range,34195.0,36450.61665021761,3.860309590151228,34522.88,36490.52019609206,5.392195522339489,2021-01-17 07:30:00,2021-01-17 14:30:00,35043.51,35809.99,2021-01-17 09:05:00,2021-01-17 16:05:00,35200.0,20.41671015551597,19,2021-01-17 15:20:00,2021-01-17 22:20:00,35809.99,-144.07884008219978,14263.805168137776
2021-01-20 03:25:00,2021-01-20 10:25:00,35750.0,36432.06,34044.850000000006,142.63805168137776,range,35097.16,36397.51258674596,1.7790023018818797,34989.41,36397.51258674596,3.8686780680136645,2021-01-20 03:20:00,2021-01-20 10:20:00,35750.0,36432.06,2021-01-20 03:25:00,2021-01-20 10:25:00,35780.43,4.46148432689212,1,2021-01-20 11:20:00,2021-01-20 18:20:00,34044.850000000006,356.5951292034444,14620.40029734122
2021-01-24 20:40:00,2021-01-25 03:40:00,31738.05,31988.0,31113.174999999996,146.2040029734122,range,31677.91,33820.00892954897,6.155997574944264,30914.2,33841.53756200674,8.65013168105343,2021-01-24 19:10:00,2021-01-25 02:10:00,31738.05,31988.0,2021-01-24 20:40:00,2021-01-25 03:40:00,31760.0,8.78175635127052,18,2021-01-24 21:55:00,2021-01-25 04:55:00,31988.0,-146.2040029734122,14474.196294367808
2021-01-26 08:00:00,2021-01-26 15:00:00,31720.0,32323.0,30212.5,144.7419629436781,range,31896.14,33551.98277644016,5.4601326802258665,31310.94,33588.00053713186,6.779386985582993,2021-01-26 06:40:00,2021-01-26 13:40:00,31720.0,32323.0,2021-01-26 08:00:00,2021-01-26 15:00:00,31889.81,28.160862354892423,16,2021-01-26 10:15:00,2021-01-26 17:15:00,32323.0,-144.7419629436781,14329.454331424131
