entry_time,entry_time_vn,entry_price,sl,tp,risk,breakout_type,close_1h_at_entry,ema200_1h_at_entry,entry_dist_ema200_pct,h1_range_high_at_breakout,ema200_1h_at_breakout,h1_range_high_dist_ema200_pct,breakout_time,breakout_time_vn,breakout_level,breakout_swing_low,retest_time,retest_time_vn,retest_low,retest_depth_pct,bars_since_breakout,side,exit_time,exit_price,result,balance
2025-01-27 10:40:00,2025-01-27 17:40:00,98745.5,99495.0,96871.75,127.70930418326944,range,98357.7,103358.27692400837,4.462900370717096,97680.0,103358.27692400837,5.493780559232025,2025-01-27 10:35:00,2025-01-27 17:35:00,98745.5,99495.0,2025-01-27 10:40:00,2025-01-27 17:40:00,98877.0,17.545030020013343,1,SHORT,2025-01-27 12:40:00,99495.0,-127.70930418326944,12643.221114143675
2025-01-30 17:05:00,2025-01-31 00:05:00,105329.7,104607.2,107135.95,126.43221114143675,range,105240.1,103171.88862490181,2.0914722060999202,106294.7,103101.85953819832,3.0967826148846136,2025-01-30 14:45:00,2025-01-30 21:45:00,105329.7,104607.2,2025-01-30 17:05:00,2025-01-31 00:05:00,105250.0,11.031141868511709,28,LONG,2025-01-31 00:05:00,104607.2,-126.43221114143675,12516.788903002238
2025-01-31 20:25:00,2025-02-01 03:25:00,101950.0,103551.3,97946.75,125.16788903002238,range,101647.5,103446.3339471816,1.4464833021009804,101562.1,103446.3339471816,1.8214603411114212,2025-01-31 20:20:00,2025-02-01 03:20:00,101950.0,103551.3,2025-01-31 20:25:00,2025-02-01 03:25:00,101988.1,2.379316805096219,1,SHORT,2025-02-02 17:15:00,97946.75,312.91972257505597,12829.708625577294
2025-02-02 17:25:00,2025-02-03 00:25:00,97888.9,99365.5,94197.39999999998,128.29708625577294,range,97203.3,102471.13257438075,4.471730192944489,96927.9,102471.13257438075,5.409555291444732,2025-02-02 17:20:00,2025-02-03 00:20:00,97888.9,99365.5,2025-02-02 17:25:00,2025-02-03 00:25:00,97994.0,7.117702830827943,1,SHORT,2025-02-03 01:40:00,94197.39999999998,320.74271563943233,13150.451341216725
2025-02-11 13:25:00,2025-02-11 20:25:00,97601.0,98197.0,96111.0,131.50451341216726,range,96730.8,97838.31726072467,0.24256065248163616,96600.5,97838.31726072467,1.2651661387696058,2025-02-11 13:20:00,2025-02-11 20:20:00,97601.0,98197.0,2025-02-11 13:25:00,2025-02-11 20:25:00,97630.8,5.0000000000004885,1,SHORT,2025-02-11 17:05:00,96111.0,328.76128353041815,13479.212624747144
2025-02-17 15:35:00,2025-02-17 22:35:00,96287.8,97000.0,94507.30000000002,134.79212624747146,range,95605.5,97052.56871206603,0.7879943026906686,95491.7,97052.56871206603,1.6082714067020651,2025-02-17 15:30:00,2025-02-17 22:30:00,96287.8,97000.0,2025-02-17 15:35:00,2025-02-17 22:35:00,96288.2,0.056163998875902954,1,SHORT,2025-02-18 17:20:00,94507.30000000002,336.9803156186787,13816.192940365823
2025-02-18 17:40:00,2025-02-19 00:40:00,94400.0,95595.0,91412.5,138.16192940365823,range,94074.6,96721.33271022566,2.4000214277240217,94065.0,96721.33271022566,2.7463772838862295,2025-02-18 17:30:00,2025-02-19 00:30:00,94400.0,95595.0,2025-02-18 17:40:00,2025-02-19 00:40:00,94449.8,4.167364016736645,2,SHORT,2025-02-18 23:55:00,95595.0,-138.16192940365823,13678.031010962164
2025-02-20 12:10:00,2025-02-20 19:10:00,97350.0,97111.4,97946.50000000001,136.78031010962164,range,97381.5,96530.94099390067,0.8484937551277778,97505.7,96530.94099390067,1.0097891888994583,2025-02-20 12:05:00,2025-02-20 19:05:00,97350.0,97111.4,2025-02-20 12:10:00,2025-02-20 19:10:00,97325.0,10.477787091366048,1,LONG,2025-02-20 14:20:00,97946.50000000001,341.9507752740541,14019.981786236218
2025-02-20 18:10:00,2025-02-21 01:10:00,97969.6,97452.7,99261.85000000003,140.19981786236218,range,98238.0,96587.27459839288,1.4311672084700588,98390.0,96587.27459839288,1.8664212331311805,2025-02-20 18:00:00,2025-02-21 01:00:00,97969.6,97452.7,2025-02-20 18:10:00,2025-02-21 01:10:00,97922.9,9.034629522153386,2,LONG,2025-02-21 13:05:00,99261.85000000003,350.4995446559054,14370.481330892124
2025-02-23 15:10:00,2025-02-23 22:10:00,95633.8,96000.0,94718.30000000002,143.70481330892125,range,95391.5,96677.49716766315,1.0795657709809316,95476.8,96690.42176231302,1.2551623420325737,2025-02-23 14:55:00,2025-02-23 21:55:00,95633.8,96000.0,2025-02-23 15:10:00,2025-02-23 22:10:00,95676.0,11.523757509556916,3,SHORT,2025-02-23 23:00:00,96000.0,-143.70481330892125,14226.776517583203
